TransactionID,id_36
2987004,F
2987008,F
2987010,F
2987011,F
2987016,F
2987017,F
2987038,F
2987040,F
2987048,F
2987049,F
2987057,F
2987066,F
2987069,F
2987070,F
2987072,F
2987074,F
2987084,F
2987093,F
2987099,F
2987100,F
2987101,T
2987104,F
2987105,F
2987111,F
2987114,F
2987119,F
2987121,F
2987125,F
2987130,F
2987138,F
2987141,F
2987144,F
2987145,F
2987148,F
2987156,F
2987167,T
2987173,F
2987183,F
2987188,F
2987189,F
2987190,F
2987192,F
2987196,F
2987197,F
2987198,F
2987199,F
2987207,F
2987209,F
2987211,F
2987236,F
2987240,F
2987243,F
2987245,F
2987248,F
2987252,F
2987258,F
2987259,F
2987262,F
2987265,F
2987266,F
2987270,F
2987271,F
2987273,F
2987275,T
2987281,F
2987284,F
2987287,F
2987288,F
2987301,F
2987311,F
2987316,F
2987327,F
2987328,F
2987332,F
2987333,F
2987335,F
2987336,F
2987337,F
2987338,F
2987352,F
2987355,F
2987361,F
2987366,F
2987367,F
2987368,F
2987374,F
2987376,F
2987380,F
2987384,F
2987386,F
2987387,F
2987389,F
2987390,T
2987398,F
2987404,F
2987405,F
2987406,F
2987408,F
2987412,F
2987416,F
2987425,F
2987429,F
2987433,F
2987434,F
2987435,T
2987437,F
2987438,F
2987439,F
2987443,F
2987446,F
2987449,F
2987455,T
2987456,F
2987457,T
2987461,F
2987462,T
2987463,F
2987465,F
2987466,F
2987467,F
2987469,F
2987476,F
2987482,F
2987485,F
2987488,F
2987489,F
2987490,F
2987499,F
2987501,F
2987504,F
2987505,F
2987508,T
2987514,F
2987515,T
2987517,F
2987520,F
2987521,F
2987523,F
2987524,F
2987528,F
2987529,F
2987531,F
2987532,F
2987535,F
2987543,F
2987544,F
2987547,F
2987550,F
2987551,F
2987552,T
2987553,F
2987555,F
2987556,F
2987558,F
2987560,F
2987563,F
2987571,F
2987576,F
2987577,F
2987579,F
2987582,F
2987584,F
2987585,F
2987590,F
2987592,F
2987596,F
2987598,F
2987601,F
2987602,F
2987603,F
2987605,F
2987607,F
2987608,F
2987610,F
2987612,F
2987613,F
2987617,F
2987618,F
2987620,F
2987621,F
2987623,F
2987625,F
2987630,F
2987635,F
2987637,F
2987638,F
2987639,F
2987641,F
2987643,F
2987648,F
2987653,F
2987660,F
2987664,T
2987666,F
2987668,F
2987672,T
2987681,F
2987683,F
2987686,F
2987689,F
2987692,F
2987693,F
2987694,F
2987696,F
2987698,F
2987710,F
2987712,F
2987718,F
2987724,F
2987726,F
2987730,F
2987732,F
2987733,F
2987739,F
2987741,F
2987743,F
2987746,F
2987747,F
2987748,F
2987750,F
2987751,F
2987752,T
2987754,F
2987758,F
2987763,F
2987766,F
2987768,F
2987769,F
2987771,F
2987774,F
2987777,F
2987779,F
2987780,F
2987781,F
2987785,F
2987788,F
2987789,F
2987790,F
2987791,F
2987792,F
2987795,F
2987796,F
2987800,F
2987804,F
2987815,F
2987819,F
2987820,T
2987821,F
2987825,F
2987828,F
2987829,F
2987831,F
2987834,F
2987837,F
2987838,F
2987839,T
2987844,F
2987847,F
2987848,F
2987849,F
2987850,F
2987853,T
