TransactionID,id_30
2987004,Android 7.0
2987008,iOS 11.1.2
2987016,Mac OS X 10_11_6
2987017,Windows 10
2987038,Android
2987057,Android 7.0
2987066,Windows 10
2987069,Linux
2987070,iOS 11.1.2
2987093,Windows 10
2987099,iOS 11.0.3
2987100,Android 7.0
2987101,Mac OS X 10_7_5
2987104,Android 7.0
2987119,Mac OS X 10_12_6
2987121,Mac OS X 10_12_6
2987125,Mac OS X 10_12_6
2987138,Windows 10
2987141,Mac OS X 10_13_1
2987144,Mac OS X 10_13_1
2987145,iOS 11.1.0
2987148,iOS 11.1.2
2987156,Windows 10
2987167,Windows 10
2987173,iOS 11.1.2
2987183,Android
2987188,Android
2987197,iOS 11.1.2
2987198,iOS 11.0.3
2987207,iOS 11.1.2
2987211,Android 7.0
2987236,iOS 11.1.2
2987248,iOS 11.1.2
2987265,iOS 11.1.2
2987270,iOS 11.1.2
2987271,Windows 10
2987273,iOS 11.1.0
2987275,Mac OS X 10_9_5
2987281,Windows 10
2987311,Mac OS X 10_13_1
2987327,Windows 7
2987332,iOS 11.1.2
2987333,Windows 8.1
2987335,iOS 11.1.2
2987336,iOS 11.1.2
2987337,iOS 11.1.2
2987338,iOS 11.1.2
2987355,Mac OS X 10_11_6
2987361,Mac OS X 10_11_6
2987366,iOS 11.0.3
2987367,Windows 10
2987374,Mac OS X 10_11_6
2987376,Mac OS X 10_13_1
2987387,Android 7.0
2987389,Mac
2987390,Mac OS X 10_9_5
2987404,iOS 10.3.3
2987406,iOS 10.3.3
2987408,iOS 10.3.3
2987416,iOS 10.3.3
2987425,iOS 11.0.3
2987433,iOS 11.1.2
2987434,iOS 10.3.3
2987435,Windows 10
2987437,iOS 11.1.2
2987446,Windows 10
2987449,iOS 11.1.2
2987455,Windows 10
2987457,Windows 7
2987461,Mac OS X 10.12
2987462,Windows 10
2987463,Android 7.0
2987466,iOS 11.1.2
2987467,Android 7.0
2987469,iOS 11.1.2
2987482,Windows 10
2987485,Mac OS X 10_10_5
2987490,iOS 11.1.2
2987504,Windows 10
2987505,Mac OS X 10_10_5
2987508,Windows 10
2987514,Mac OS X 10_11_5
2987515,Windows 10
2987520,iOS 9.3.5
2987521,Android 5.1.1
2987523,iOS 11.1.2
2987524,iOS 11.1.2
2987528,iOS 11.1.2
2987529,iOS 11.1.2
2987531,iOS 11.1.2
2987532,Mac OS X 10_10_5
2987543,Windows 10
2987544,iOS 11.1.2
2987552,Windows 7
2987555,iOS 11.1.2
2987558,iOS 11.1.2
2987563,Windows 10
2987576,iOS 11.1.2
2987582,Windows 7
2987585,Windows 10
2987590,Windows 10
2987601,iOS 11.1.2
2987602,Windows 7
2987603,Windows 7
2987605,Windows 10
2987608,Android 5.1.1
2987610,iOS 10.3.3
2987620,Android 7.0
2987621,Mac OS X 10_11_6
2987635,Windows 7
2987643,Windows 7
2987648,Windows 10
2987689,Windows 10
2987694,Mac OS X 10_13_1
2987698,Mac OS X 10_13_1
2987712,Windows 10
2987718,Android 7.1.1
2987724,Windows 7
2987726,iOS 11.1.2
2987732,Mac OS X 10_13_1
2987733,Windows 10
2987741,Android 7.0
2987743,Windows 7
2987748,Mac OS X 10_10_5
2987751,Windows 7
2987754,Android 7.0
2987763,Android 6.0
2987771,iOS 11.1.2
2987774,iOS 11.1.2
2987779,Android 5.1.1
2987780,Android 5.1.1
2987781,Android 5.1.1
2987785,iOS 10.3.1
2987788,iOS 10.3.1
2987790,Mac OS X 10.9
2987796,Android 7.0
2987821,Mac OS X 10_11_6
2987829,Windows 7
2987831,iOS 11.1.2
2987834,Windows 10
2987847,Mac OS X 10_12_6
2987850,Windows 10
2987855,iOS 11.1.2
2987862,Windows 8.1
2987873,Windows 10
2987907,iOS 11.1.2
2987938,iOS 11.1.2
2987965,iOS 11.1.2
2987969,iOS 11.1.2
2988015,iOS 11.0.3
2988018,iOS 10.3.3
2988021,iOS 10.3.3
2988028,Windows 10
2988038,Windows 7
2988080,Windows 10
2988093,Android 5.1.1
2988140,Android 7.0
2988166,iOS 11.1.2
2988170,iOS 11.1.2
2988171,Windows 10
2988182,Windows 10
2988204,iOS 11.1.2
2988209,Windows 10
2988211,Windows 10
2988221,Windows 10
2988246,Android 7.0
2988257,Windows 10
2988267,Windows 10
2988304,Windows 10
2988311,Windows 10
2988312,Windows 7
2988339,Windows 10
2988340,iOS 11.1.1
2988342,iOS 11.1.1
2988356,Windows 10
2988368,Windows 7
2988370,Mac OS X 10_12_6
2988378,Windows 10
2988380,Windows 10
2988389,Windows 7
2988393,Windows 10
2988396,iOS 11.1.1
2988409,Android
2988431,Windows 10
2988448,iOS 11.1.2
2988449,Windows 7
2988451,Windows 7
2988469,Windows 10
2988475,Mac OS X 10_10_5
2988484,Mac OS X 10.9
2988495,Windows 10
2988512,Mac OS X 10_12_6
2988513,Windows 7
2988535,Mac OS X 10_12_6
2988565,Windows Vista
2988567,Windows 8.1
2988568,Windows 10
2988610,Mac OS X 10_13_1
2988621,iOS 11.1.2
2988622,Windows 7
2988663,Windows 10
2988667,Windows 7
2988672,Windows 7
2988678,Windows 7
2988688,Windows 10
2988690,iOS 11.1.2
2988696,iOS 11.1.1
2988701,Windows 10
2988702,iOS 11.1.2
2988705,Windows Vista
2988706,iOS 11.1.2
2988713,iOS 11.0.3
2988714,Windows 7
2988717,iOS 11.1.2
2988719,iOS 10.3.2
2988740,Windows 10
2988745,Windows 10
2988746,Windows 7
2988752,Windows 10
2988754,Android 7.0
2988755,Windows 7
2988760,Android 7.0
2988768,Windows 10
2988769,Windows 10
2988778,Windows 7
2988783,Windows 7
2988800,Mac OS X 10_11_6
2988804,Windows 7
2988812,Windows 10
2988813,Windows 7
2988823,Windows 7
2988824,Windows Vista
2988832,Windows 7
2988855,Windows 7
2988863,Mac OS X 10_12_6
2988869,Android 7.0
2988875,Android 7.0
2988880,iOS 10.3.1
2988889,Mac OS X 10_13_1
2988893,Windows 8.1
2988894,iOS 10.3.1
2988902,Windows 10
2988905,Windows 7
2988922,Mac OS X 10_11_6
2988930,Windows 10
2988933,Windows 10
2988935,Windows 7
2988938,Windows 10
2988940,Windows 10
2988967,iOS 11.1.2
2988997,iOS 11.0.2
2989003,Windows 10
2989029,Windows 7
2989066,Windows 7
2989067,Windows 10
2989070,Windows 10
2989091,Mac OS X 10.11
2989095,Windows 10
2989097,Windows 10
2989098,Windows 10
2989102,Windows 7
2989106,Windows 7
2989116,Android 7.0
2989127,Windows 7
2989128,Windows Vista
2989129,Mac OS X 10_10_5
2989151,Mac OS X 10_13_1
2989164,iOS 11.1.2
2989169,Windows 7
2989178,Windows 7
2989189,Mac OS X 10.12
2989194,Windows 10
2989201,iOS 11.1.2
2989202,Windows 10
2989213,iOS 11.1.2
2989249,iOS 10.3.3
2989260,iOS 10.3.3
2989263,iOS 11.1.2
2989271,Windows 7
2989280,Windows 7
2989290,iOS 11.1.2
2989292,Mac OS X 10_12_6
2989300,Windows 7
2989303,Windows 10
2989310,iOS 11.1.2
2989316,iOS 11.1.2
2989318,iOS 11.1.2
2989320,Windows 10
2989328,Mac OS X 10_9_5
2989340,Windows 10
2989349,iOS 11.1.2
2989361,Windows 7
2989374,Windows 7
2989378,iOS 11.1.2
2989379,Windows 7
2989380,Windows 10
2989386,Windows 10
2989407,Windows 10
2989413,Mac OS X 10_12_6
2989433,Windows 7
2989434,Mac OS X 10_12_6
2989438,iOS 10.3.3
2989440,Windows 10
2989451,Windows 10
2989459,Mac OS X 10_12_6
2989468,Windows 10
2989481,Windows 10
2989491,Windows 10
2989496,Windows 10
2989498,Windows 10
2989500,Windows 10
2989502,Windows 10
2989505,Windows 10
2989507,Windows 10
2989512,Windows 10
2989519,Windows 10
2989522,Mac
2989524,Windows 10
2989530,Android 8.0.0
2989540,Mac OS X 10_12_6
2989551,Windows 10
2989552,Mac OS X 10.11
2989589,Windows 10
2989598,Android
2989600,Windows 10
2989601,iOS 10.3.3
2989603,Mac OS X 10_10_5
2989618,Windows 8.1
2989619,Mac OS X 10_13_1
2989621,Windows 8.1
2989622,Windows 10
2989624,Windows 10
2989660,Windows 7
2989666,Windows 7
2989682,Windows 7
2989703,Mac OS X 10_12_6
2989728,Windows 10
2989734,Windows 10
2989738,Mac OS X 10_13_1
2989740,iOS 10.2.0
2989743,Windows 10
2989758,Android 7.0
2989763,Windows 10
2989780,iOS 11.0.3
2989786,Windows 7
2989795,Windows 10
2989804,Windows 7
2989805,Windows 10
2989807,iOS 11.1.1
2989820,Windows 7
2989827,Windows 10
2989835,Mac OS X 10_13_1
2989848,Mac OS X 10_11_6
2989850,Mac OS X 10_11_6
2989855,Windows 7
2989857,Windows 7
2989861,Windows 7
2989870,Windows 10
2989872,Windows 10
2989880,Mac OS X 10_12_6
2989881,Windows 10
2989884,iOS 11.1.2
2989888,Windows 7
2989895,Windows 10
2989916,Windows 10
2989917,Windows 10
2989923,Mac OS X 10_9_5
2989935,Windows 10
2989945,iOS 11.1.2
2989949,Windows 10
2989962,Windows 10
2989964,iOS 11.1.2
2989971,Windows 10
2989981,Windows 10
2989991,Windows 7
2990027,Windows 7
2990036,Windows 7
2990038,Windows 7
2990043,Windows 10
2990046,iOS 11.1.2
2990055,iOS 11.1.2
2990056,Windows 7
2990059,Windows 7
2990063,Mac OS X 10_13_1
2990065,Windows 7
2990113,iOS 11.1.2
2990114,Windows 7
2990116,Windows 10
2990118,iOS 11.1.2
2990130,iOS 11.1.2
2990131,Windows 7
2990136,Windows 7
2990144,Windows 10
2990159,Mac OS X 10_13_1
2990176,Windows 7
2990178,Windows 7
2990181,Windows 10
2990196,Windows 7
2990200,Windows 7
2990202,Windows 10
2990209,Windows 7
2990233,Windows 7
2990238,Windows 7
2990239,Mac OS X 10_10_5
2990250,Windows 7
2990257,Windows 7
2990266,Mac OS X 10_12_6
2990279,Windows 7
2990288,Windows 7
2990294,iOS 10.3.3
2990296,iOS 11.1.1
2990324,Mac OS X 10_11_6
2990326,Windows 10
2990337,Mac OS X 10_11_6
2990339,Windows 10
2990352,Mac OS X 10_11_6
2990355,Android 7.0
2990358,Android 7.0
2990363,Windows 7
2990364,Android 7.0
2990373,Windows 7
2990375,Windows 7
2990379,Windows 7
2990392,Android 7.0
2990402,iOS 11.1.1
2990407,Windows 7
2990412,Mac OS X 10_7_5
2990415,Windows 10
2990421,Windows 10
2990446,iOS 10.3.1
2990463,iOS 11.1.2
2990471,Mac OS X 10_11_6
2990487,iOS 10.2.1
2990493,Windows 7
2990511,Windows 7
2990523,Windows 7
2990524,Windows 8.1
2990531,iOS 11.1.2
2990532,Windows 7
2990543,Windows 10
2990567,iOS 11.0.3
2990574,Windows 10
2990582,Windows 7
2990589,Windows 7
2990613,Windows 7
2990634,Windows 7
2990645,iOS 11.1.1
2990654,iOS 11.1.1
2990657,Windows 7
2990683,Windows 10
2990684,Windows 8.1
2990689,Windows 10
2990690,Windows 10
2990692,Windows 10
2990698,Android 5.1.1
2990704,Android 5.1.1
2990706,Android 5.1.1
2990727,Windows 10
2990739,iOS 11.1.2
2990751,iOS 11.1.1
2990755,Windows 10
2990761,Windows 7
2990763,Windows 8.1
2990765,Mac OS X 10_12_6
2990779,Windows 7
2990785,Android 7.0
2990793,iOS 10.3.2
2990796,iOS 11.0.0
2990807,Windows 10
2990813,Mac OS X 10_11_6
2990820,Windows 8.1
2990827,iOS 11.1.2
2990835,iOS 11.1.2
2990842,Windows 10
2990851,iOS 11.1.2
2990859,Mac OS X 10_11_6
2990865,Windows 10
2990869,iOS 11.1.2
2990870,Windows 7
2990872,Mac OS X 10_13_1
2990874,Windows 7
2990882,Mac OS X 10.10
2990885,Windows 10
2990890,Windows 10
2990899,Mac OS X 10.11
2990901,Windows 10
2990906,iOS 11.1.2
2990909,iOS 11.1.2
2990914,Windows 10
2990917,Windows 7
2990925,Windows 7
2990926,Mac OS X 10_13_1
2990932,Windows 7
2990936,Windows 10
2990938,Windows 10
2990953,Windows 10
2990960,Windows 10
2990962,Windows 10
2990965,iOS 11.1.2
2990974,Windows 10
2990992,Android 7.0
2991002,Windows 7
2991010,Windows 7
2991013,Windows 10
2991017,Windows 7
2991027,Windows 7
2991031,Windows 10
2991037,Mac OS X 10.10
2991040,Windows 10
2991064,Mac OS X 10_10_5
2991080,Windows 10
2991093,Windows 7
2991102,Mac OS X 10_10_5
2991105,Windows 7
2991133,iOS 10.2.1
2991158,iOS 11.1.2
2991188,Windows 10
2991196,iOS 11.1.2
2991200,Windows 7
2991205,Windows 10
2991220,Mac OS X 10_12_3
2991223,Windows 10
2991226,Android
2991228,Windows 7
2991231,Windows 7
2991237,Windows 7
2991241,Windows 7
2991256,Windows 10
2991262,Android 7.0
2991283,Windows 8.1
2991285,Windows 7
2991291,iOS 11.0.3
2991293,iOS 11.1.2
2991295,Windows 7
2991297,iOS 11.1.2
2991300,Windows 10
2991302,Windows 8.1
2991309,Windows 10
2991320,Windows 10
2991325,iOS 11.1.2
2991344,Windows 10
2991359,Windows 7
2991360,iOS 11.1.2
2991371,iOS 11.1.2
2991373,Windows 10
2991386,Windows 7
2991389,Windows 10
2991393,Windows 10
2991397,Windows 7
2991404,Mac OS X 10_12
2991412,iOS 11.1.2
2991423,iOS 11.1.2
2991424,Mac OS X 10_12_6
2991427,Mac OS X 10_12_3
2991432,Mac OS X 10_12_3
2991436,Mac OS X 10_12_3
2991439,Windows 7
2991440,Windows 8.1
2991441,iOS 10.3.3
2991446,iOS 11.1.2
2991452,iOS 9.3.5
2991475,iOS 11.1.2
2991476,iOS 11.1.2
2991480,Windows 8.1
2991490,Windows 10
2991496,iOS 11.1.2
2991520,Windows 7
2991522,Windows 10
2991550,iOS 11.1.2
2991577,Windows 10
2991599,Windows 10
2991602,iOS 11.1.0
2991608,Mac
2991634,Windows 10
2991645,Android 7.0
2991650,Android 7.0
2991677,Windows 10
2991689,Windows 10
2991741,Windows 7
2991747,Windows 7
2991755,Windows 8.1
2991763,Linux
2991766,Linux
2991769,iOS 11.1.2
2991775,Windows 10
2991779,Windows 10
2991785,iOS 9.3.5
2991788,iOS 11.1.2
2991797,Linux
2991813,Windows 10
2991826,Android
2991828,Android 6.0.1
2991832,iOS 11.0.3
2991842,Windows 10
2991844,Windows 10
2991848,Windows 10
2991861,Windows 10
2991864,Windows 7
2991865,Windows 10
2991884,Windows 10
2991890,iOS 11.1.2
2991898,Mac OS X 10_10_5
2991920,iOS 11.1.1
2991929,Mac OS X 10_11_6
2991935,Windows 7
2991939,iOS 11.1.2
2991945,iOS 11.1.1
2991954,iOS 11.1.2
2991955,Windows 10
2991972,Windows 8.1
2991991,Windows 10
2991992,iOS 11.1.0
2991995,Windows 10
2992015,Android 7.0
2992030,Windows 10
2992049,Android 7.0
2992062,Android 7.0
2992080,Android 5.1.1
2992082,iOS 10.2.1
2992090,Windows 8.1
2992102,Android 7.0
2992113,Windows 10
2992116,Mac OS X 10_11_6
2992135,Android 6.0.1
2992145,iOS 11.1.2
2992148,Android 7.0
2992164,iOS 11.1.2
2992173,iOS 11.1.2
2992184,Windows 7
2992188,Windows 10
2992189,Windows 7
2992198,Windows 7
2992207,iOS 11.1.2
2992236,Mac OS X 10_11_6
2992241,Mac OS X 10_11_6
2992249,Windows 10
2992261,Windows 10
2992285,Windows 10
2992305,Windows 7
2992342,Windows 7
2992344,Mac OS X 10_13_1
2992351,Linux
2992382,Windows 10
2992404,Windows 8.1
2992406,Mac OS X 10_11_6
2992407,Windows 10
2992411,iOS 11.1.2
2992414,Windows 7
2992434,Windows 10
2992439,Android 7.0
2992447,Windows 10
2992472,iOS 11.1.2
2992474,Windows 8.1
2992483,Windows Vista
2992490,Windows 7
2992493,iOS 11.1.1
2992495,Windows 10
2992496,Mac OS X 10_12
2992502,Windows 10
2992503,Windows 10
2992525,Windows 10
2992538,iOS 11.1.0
2992547,iOS 11.1.1
2992564,iOS 10.3.3
2992569,Windows 10
2992572,iOS 10.3.3
2992577,Android 6.0.1
2992583,iOS
2992587,Linux
2992620,Windows 10
2992629,iOS 11.1.2
2992646,Android 7.0
2992658,Android 7.0
2992661,Android 7.0
2992666,Windows 10
2992671,Mac OS X 10_13_1
2992677,iOS 11.1.2
2992689,Windows 10
2992691,iOS 10.3.3
2992698,Windows 10
2992706,iOS 10.3.3
2992709,Mac OS X 10.13
2992712,Mac OS X 10_11_6
2992731,Android 6.0.1
2992741,iOS 10.2.1
2992743,Windows 10
2992744,Mac OS X 10_12_5
2992766,Windows 10
2992768,Windows 7
2992773,Windows 7
2992786,Mac OS X 10_10_5
2992787,iOS 11.1.2
2992792,iOS 11.1.2
2992793,iOS 9.3.5
2992796,iOS 9.3.5
2992797,iOS 11.1.2
2992801,Mac OS X 10_12_6
2992815,iOS 10.2.1
2992822,iOS 10.2.1
2992823,iOS 11.1.2
2992824,Mac OS X 10_12_6
2992841,iOS 10.3.3
2992851,Mac OS X 10_12_6
2992880,iOS 11.1.2
2992901,Mac OS X 10_10_5
2992903,Windows 10
2992924,Windows 8.1
2992936,Android
2992949,Mac OS X 10_8_5
2992972,Windows 10
2992980,Mac OS X 10_9_5
2992987,Mac OS X 10_13_1
2992993,iOS 11.0.1
2992994,Mac OS X 10_9_5
2993007,Mac OS X 10_11_6
2993008,Windows 7
2993025,iOS 10.3.3
2993026,Windows 8.1
2993027,Mac OS X 10_12_6
2993032,iOS 11.0.2
2993033,iOS 11.0.2
2993053,Windows 10
2993058,iOS 11.1.2
2993059,Windows 10
2993078,iOS 10.3.3
2993079,iOS 11.1.2
2993093,iOS 11.1.2
2993094,iOS 11.1.2
2993102,iOS 10.3.2
2993111,iOS 11.1.0
2993138,iOS 11.1.2
2993143,iOS 11.1.2
2993147,iOS 11.0.2
2993150,Windows 10
2993157,Mac OS X 10_12_6
2993165,iOS 11.1.1
2993167,Android 7.0
2993168,Windows 7
2993171,Windows 10
2993175,iOS 9.3.5
2993178,Windows 7
2993182,Windows 10
2993188,Windows Vista
2993208,Windows 7
2993210,Android 6.0.1
2993211,Android 6.0.1
2993215,Android 6.0.1
2993224,Windows 7
2993226,Windows 7
2993242,Windows 10
2993249,iOS 10.0.2
2993262,Mac OS X 10_13_1
2993263,Mac OS X 10_13_1
2993264,Mac OS X 10_10_5
2993272,iOS 11.0.3
2993284,iOS 11.0.2
2993291,Windows 10
2993293,Android 6.0.1
2993294,iOS 11.1.2
2993296,iOS 11.1.2
2993298,Windows 10
2993305,Mac OS X 10_10_5
2993306,Linux
2993310,Windows 10
2993312,Windows 7
2993320,Windows 7
2993323,Android
2993328,Android 7.0
2993341,iOS 11.1.2
2993344,Windows 7
2993345,iOS 11.0.1
2993352,Mac OS X 10_10_5
2993362,iOS 11.1.1
2993364,Windows 7
2993371,Windows 10
2993376,iOS 11.1.1
2993382,Android 5.0.2
2993383,iOS 11.1.2
2993384,Mac OS X 10_10_5
2993388,Mac OS X 10_11_6
2993394,Windows 7
2993404,Windows 7
2993409,Android 5.1.1
2993417,iOS 10.2.0
2993428,iOS 11.1.2
2993429,Windows 7
2993434,Windows 7
2993445,Windows 10
2993449,Windows 10
2993450,iOS 11.1.2
2993460,iOS 11.1.2
2993481,Windows 10
2993488,Windows 10
2993491,Mac OS X 10_13_1
2993497,Windows 10
2993511,Mac OS X 10_13_1
2993513,Windows 7
2993516,Windows 10
2993525,Windows 10
2993526,Mac OS X 10_11_6
2993528,Windows Vista
2993531,Windows Vista
2993573,Linux
2993574,Windows 10
2993581,Windows 10
2993587,iOS 10.3.3
2993590,iOS 11.1.2
2993593,iOS 11.1.2
2993595,iOS 10.3.3
2993597,iOS 11.1.2
2993609,Windows 10
2993628,Windows 7
2993630,Windows 10
2993636,Windows 10
2993638,Mac OS X 10_12_6
2993647,Windows 8.1
2993657,Windows 10
2993676,Windows 8.1
2993684,Linux
2993690,Windows 10
2993713,Windows 8.1
2993716,Windows 7
2993723,Windows 10
2993732,Windows 7
